Cast,Country,Date Added,Description,Director,Duration,Listed In,Rating,Release Year,Show Id,Title,Type
Richard Lintern,United Kingdom,12-07-2019,"This documentary series tries to get at the root of some of the most heinous crimes ever committed by deranged, cold-blooded criminals.",,1 Season,"British TV Shows, Crime TV Shows, Docuseries",TV-14,2016,s6696,Encounters with Evil,TV Show
Jill Halfpenny,United Kingdom,02-10-2019,"Dream homes turn into property nightmares when mold, maggots, natural disasters and other inconveniences move in.",,1 Season,"British TV Shows, Docuseries, International TV Shows",TV-14,2016,s6999,Horror Homes,TV Show
Mary Portas,United Kingdom,26-07-2019,Retail consultant Mary Portas collaborates with Britain's most complained-about stores to help them better serve fed-up customers.,,1 Season,"British TV Shows, International TV Shows, Reality TV",TV-14,2016,s7419,Mary Portas: Secret Shopper,TV Show
"Dan Snow, Felicity Ashton, Kevin Fong, Alisdair Simpson",United Kingdom,01-02-2019,A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.,,1 Season,"British TV Shows, Reality TV",TV-14,2016,s7672,Operation Gold Rush,TV Show
"Ana Serradilla, JuliÃ¡n RomÃ¡n, Ramiro Meneses, Juan Pablo Gamboa, Eileen Moreno, Luis Alfredo Velasco, Margarita Reyes, Alexander Gil, Luis Roberto GuzmÃ¡n, RaÃºl MÃ©ndez","Colombia, Mexico, United States",15-01-2019,"Beautiful and ruthless Griselda Blanco, known as the queen of cocaine, becomes Pablo Escobar's boss and governs a world of deceit and death.",Alejandro Lozano,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-14,2016,s7259,La Viuda Negra,TV Show
"Lan Cheng-lung, Esther Yeh, He Yu-chen, Greg Han",,01-08-2017,A new teacher finds herself in an unenviable situation after witnessing a troubling interaction between an administrator and a student.,,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,2016,s5353,"Have You Ever Fallen in Love, Miss Jiang?",TV Show
"Bryan Shu-Hao Chang, Jian Man-shu, Yen Tsao, Sun Ke-fang, Allen Chen, Jake Hsu, Chu Sheng-ping, Blue Lan",Taiwan,01-08-2017,"While vacationing at a mountain cabin, a group of longtime friends uncovers an old scandal that could have deadly consequences.",,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,2016,s5349,Close Your Eyes Before Itâ€™s Dark,TV Show
"Rob Sitch, Santo Cilauro, Tom Gleisner, Rebecca Massey, Lucia Mastrantone",Australia,02-12-2016,"In this animated satire, a covert squad of operatives short on smarts but long on confidence tackles crime on the glitzy Gold Coast of Australia.",,1 Season,"Crime TV Shows, TV Comedies",TV-14,2016,s7694,Pacific Heat,TV Show
"Peyton List, Riley Smith, Mekhi Phifer, Devin Kelley, Lenny Jacobson, Daniel Bonjour, Anthony Ruivivar",United States,04-09-2017,"A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp.",,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",TV-14,2016,s5287,Frequency,TV Show
,,02-09-2016,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,,1 Season,Docuseries,TV-14,2016,s5800,Chef's Table: France,TV Show
Michael Pollan,United States,19-02-2016,"As he tries his hand at baking, brewing and braising, acclaimed food writer Michael Pollan explores how cooking transforms food and shapes our world.",,1 Season,Docuseries,TV-14,2016,s5867,Cooked,TV Show
"Tory Belleci, Kari Byron, Grant Imahara",United States,09-12-2016,"Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more in this series from the producers of ""MythBusters.""",,1 Season,"Docuseries, International TV Shows, Reality TV",TV-14,2016,s5684,White Rabbit Project,TV Show
"Ji-yeon Park, Dong-ho Kang, Chul-woong Kang, Bo-hyun Ahn, Hak Jin, Se-jin Park, Kisum",South Korea,30-12-2016,An egotistic top male model and a pretty model wannabe are forced to live each other's lives until they figure out a way to undo their body switch.,,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2016,s5654,My Runway,TV Show
"L, So-hui Yoon, Gi-du Kim, Chang-hwan Kim, Ji Su, Tae-im Lee, Nam-gil Kang",South Korea,10-03-2017,This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.,,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2016,s5581,One More Time,TV Show
"Ji Chang-wook, Song Yoon-a, Lim Yoona, Cho Seong-ha, Kim Kap-soo, Lee Jung-jin, Son Tae-young, Shin Dong-mi",South Korea,01-10-2019,A fugitive soldier gets swept up in personal and political intrigue when he's hired as a bodyguard for the family of a presidential candidate.,,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2016,s3474,The K2,TV Show
"Park Hae-Jin, Kim Go-eun, Seo Kang-jun, Lee Sung-kyoung, Nam Joo-hyuk, Park Min-ji, Hwang Seog-jeong, Son Byung-ho, Ahn Kil-kang",South Korea,01-10-2019,"In this adaptation of a popular webtoon, a poor student trying to navigate college life gains the attention of a wealthy upperclassman with a dark side.",Lee Yoon-jung,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2016,s3462,Cheese in the Trap,TV Show
"Taecyeon, Kim So-hyun, Kwon Yul, Kim Sang-ho, Kang Ki-young, Lee Da-wit, Kim Min-sang, Yun Seo-hyun",South Korea,30-10-2019,A college student with psychic abilities takes in an amnesiac ghost as his roommate â€“ who ends up helping him hunt down spooky spirits.,Park Joon-hwa,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV-14,2016,s3359,"Bring It On, Ghost",TV Show
"Kwang-soo Lee, Dae-Myung Kim, So-min Jung, Byeong-ok Kim, Mi-kyung Kim",South Korea,24-02-2017,"Based on Korea's longest-running webtoon series, this comedy follows the ridiculous daily lives of a cartoonist, his girlfriend and his subpar family.",,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",TV-14,2016,s5593,The Sound of Your Heart,TV Show
"Yo-Won Lee, Goo Jin, U-ie, Hae-in Jung, Gook-hwan Jeon, Han-yong Jeong",South Korea,14-02-2017,"A coldhearted heiress, a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power.",,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",TV-14,2016,s5609,White Nights,TV Show
"So-hyun Kim, Min-hyuk Lee, Ki-joon Uhm, Da-Ye Kim, Seung-do Baek, Shin-ae Seo",South Korea,15-02-2017,"After a new teacher arrives, students' dreams begin to come true. Class president Ye-rim must solve the nightmarish mystery before it's too late.",,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",TV-14,2016,s5602,Nightmare High,TV Show
"Donghyun Kim, Nahyun, Yang Hak Jin, Yoon Hwa Hong",South Korea,10-04-2017,"Polar opposites in personality and looks, fraternal twin sisters who live completely different lives wake up one day to find they've switched bodies.",,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",TV-14,2016,s5538,The Miracle,TV Show
"Tae-hyun Nam, Soo-yeon Kim, Seo-ra Kim, Tae-hwan Kang, Young-jo Yang",South Korea,10-06-2017,A college art club welcomes a new member who has the secret ability to smell death and who warns one of them to leave her boyfriend ... or else.,,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",TV-14,2016,s5439,Under the Black Moonlight,TV Show
Melanie Vallejo,Australia,01-12-2017,Couples on a tiny budget try to ensure that the day of their wedding turns out to be the magical experience they always dreamed it would be.,,1 Season,"International TV Shows, Reality TV",TV-14,2016,s6456,Cheapest Weddings,TV Show
"Chris Wu, Chen Yu, Greg Han, Esther Yeh, Yeh Chen-Ting, Deng Yu-kai",,01-08-2017,Three grown siblings must rethink their idea of family when they learn their parents are getting divorced and have their eyes on new partners.,,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2016,s5357,Love Storm,TV Show
"Chutavuth Pattarakampol, Sheranut Yusananda, Nichaphat Chatchaipholrat, Thassapak Hsu",,30-03-2019,"When two brothers fall for two sisters, they quickly realize the age differences between them are too big to ignore.",,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2016,s5975,à¹à¸œà¸™à¸£à¹‰à¸²à¸¢à¸™à¸²à¸¢à¹€à¸ˆà¹‰à¸²à¹€à¸¥à¹ˆà¸«à¹Œ,TV Show
,,21-06-2019,"A celebrated pastry chef and his fellow staff members at a bake shop embark on bittersweet adventures in love, work and friendship.",,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2016,s7439,Melodies of Life - Born This Way,TV Show
"Da-hae Lee, Zhou Mi, Wang Qiuzi, Kwang-hyun Park, Jia Zhengyu, Jeong-hak Park","South Korea, China",23-02-2018,"Two young stars with different backgrounds and agendas enter into a fake marriage to advance their careers, until the fake starts turning real.",,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2016,s5027,Best Lover,TV Show
"Aaron Yan, Joanne Tseng, Lene Lai, Jack Lee, JR",Taiwan,01-12-2016,"Ten years after a once-promising student graduates, she finds herself working at a cosmetics company run by the boy with the worst grades in school.",,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2016,s5704,Refresh Man,TV Show
"Esther Wu, Dino Lee, Gong Yi Teng, Xi Wei Lun, Honduras, Vega Tsai, Shen Chang Hung",Taiwan,08-12-2016,"A quirk of fate sends an ordinary, sweet-natured high school girl and her father into the home of the school genius, on whom she has a huge crush.",,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2016,s5685,Miss in Kiss,TV Show
"Sherry Alhadad, Sharifah Amani, Fezrul Khan, Ungku Hariz, Ruzana Ibrahim, Zain Saidan, Cristina Suzanne, Safia Hanifah",,08-05-2019,"Two female friends, each with confidence issues, help each other search for true love and deal with their romantic rivals.",,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2016,s3846,Cinta 100KG,TV Show
"Lapassalal Jiravechsoontornkul, Mook Worranit Thawornwong, Jirakit Thawornwong, Sattaphong Phiangphor",,26-05-2019,"After a night out, Sandee wakes to discover she and her buddy have either taken their platonic friendship to a whole new level or ruined it forever.",,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2016,s7215,Kiss The Series,TV Show
"Tiffany Tang, Luo Jin, Vanness Wu, Rachel Momo, Hsin Ai Lee",China,10-05-2019,A princess descended from a ruined noble family disguises herself as the woman who saved her life and embarks on a mission to avenge her loved ones.,,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2016,s3840,The Princess Weiyoung,TV Show
"Amr Youssef, Dina El-Sherbiny, Anoushka, Amina Khalil, Nada Mousa, Sawsan Badr, Ahmed Dawood",Egypt,15-03-2018,"When his sister disappears while working at the Grand Hotel, a man joins the staff to get answers. Inside its posh walls, he finds love and intrigue.",,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2016,s4985,Secret of the Nile,TV Show
"Lego Lee, Nikki Hsin-Ying Hsieh, Edison Wang, Amanda Chou",Taiwan,21-12-2018,"Radically changed by a misunderstanding 13 years ago, a biotech expert runs into an old flame and suffers an illness that takes her back to the past.",,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2016,s4273,Love @ Seventeen,TV Show
"GermÃ¡n Bracco, Daniela Luque, JosÃ© Antonio Becerril, Paula Serrano, HÃ©ctor Holten, HÃ©ctor Loeza, Edson Loyo, Brandon Rosas, JosÃ© Sefami, Tiosha BojÃ³rquez",Mexico,03-03-2017,Aspiring hip-hop star Francisco builds a name for himself as a musical artist while his conscience helps him through family drama and discrimination.,,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",TV-14,2016,s7040,I Am Me!,TV Show
"Rodrigo de la Serna, Sergio HernÃ¡ndez, Mercedes MorÃ¡n, Muriel Santa Ana, Alex BrendemÃ¼hl, Maximilian Dirr, Andres Gil, Marco Di Tieri",Italy,16-12-2016,"On his path to becoming Pope Francis, Father Jorge Bergoglio pursues his religious vocation in a country ravaged by a brutal military dictatorship.",,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",TV-14,2016,s6408,Call Me Francis,TV Show
"Arcelia RamÃ­rez, Arantza Ruiz, HernÃ¡n Del Riego, Margarita Sanz, Lisa Owen, Yolanda Corrales, Carlos Valencia, Mauricio Isaac, Pedro de Tavira Egurrola, Emilio Savinni, NÃ©stor GalvÃ¡n, Paulina Matos, Alberto Collado, RocÃ­o GarcÃ­a, Luis Maya, Clementina Guadarrama",Mexico,27-01-2017,"Juana InÃ©s de la Cruz, a powerful feminist nun involved in a forbidden love affair with a woman, faces oppression in 17th-century Mexico.",,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",TV-14,2016,s7144,Juana InÃ©s,TV Show
"Feng Shaofeng, Victoria Song, Ma Tianyu, Zhang Meng, Hee-seon Kim, Gong Beibi, Shao Bing, Hu Bing, Wang Duo",China,15-12-2016,"The Ice Tribe prince journeys to a sacred mountain to vanquish evil but soon finds himself at war with the Fire Tribe, led by his long-lost brother.",,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",TV-14,2016,s5671,Ice Fantasy,TV Show
"Settar TanrÄ±Ã¶ÄŸen, Uraz KaygÄ±laroÄŸlu, Berna KoraltÃ¼rk, Melis TÃ¼zÃ¼ngÃ¼Ã§, Ã–zgÃ¼n Karaman, TÃ¼lay Bursa, Tolga PancaroÄŸlu, ErtunÃ§ Tuncer, Cansu GÃ¼ltekin",Turkey,05-05-2017,A naÃ¯ve young woman goes to Istanbul to meet the now-grown boy who jokingly promised to marry her in 11 years after she saved his life as a child.,,1 Season,"International TV Shows, TV Comedies, TV Dramas",TV-14,2016,s8721,What Happens to My Family,TV Show
"Zoe Tay, Ann Kok, Tiffany Leong, Tay Ping Hui, Yao Wenlong, Shaun Chen, Paige Chua, Nat Ho, Desmond Sim",,16-10-2017,"Personal desires guide the lives of a marriage-averse entrepreneur, a housewife coping with infidelity and a career woman who leaves her spouse.",,1 Season,"International TV Shows, TV Dramas",TV-14,2016,s7256,La Femme,TV Show
"Hanna Aqiela, Tengku Putri Najuwa, Emelie Hanif, Zoey Rahman, Faiez Affandi, Wanny Mustahfah, Sherie Merlis, Mahmud Alibashah, Zalfa Zin, Kamal Ibrahim, Amanda Hariz, Alesha Hariz, Fathimah Az Zahra, Elya Miera Ismail",,11-12-2017,"Following life-changing traumas, two girls from different backgrounds fight to discover the identities of their biological parents.",,1 Season,"International TV Shows, TV Dramas",TV-14,2016,s5129,Dawai Asmara,TV Show
"Li Nanxing, Christopher Lee, Jesseca Liu, Apple Hong, Jeanette Aw",,27-04-2018,"Two brothers start a new life in Singapore, where they run into a childhood friend who falls in love with the elder while attracting the younger.",,1 Season,"International TV Shows, TV Dramas",TV-14,2016,s4915,æµ·çš„å„¿å­,TV Show
"Sofie GrÃ¥bÃ¸l, Lars Mikkelsen, Harald Kaiser Hermann, Albert Rudbeck Lindhardt, Laurids Skovgaard Andersen, SÃ¸ren SÃ¦tter Lassen, Sonja Richter, David Dencik, SolbjÃ¸rg HÃ¸jfeldt, Lars Ranthe",Denmark,01-06-2017,"In 1967, two brothers from Copenhagen, Denmark, wind up in an orphanage, where the headmaster's cruel tyranny slowly provokes the kids to push back.",,1 Season,"International TV Shows, TV Dramas",TV-14,2016,s5465,The Day Will Come,TV Show
"Caroline Chikezie, Bimbo Manuel, Lord Frank, Edmond Enaibe, Taiwo Obileye, Jude Chukwuka, Kunle Coker, Paul Christian Chukwudi, Samuel Abiola Robinson, Simi Adejumo, Ani Iyoho",Nigeria,08-08-2020,"When sudden tragedy forces a deputy to step into the role of governor, she faces grueling political and personal tests in order to lead her state.",,1 Season,"International TV Shows, TV Dramas",TV-14,2016,s2149,The Governor,TV Show
"Hugo Ng, Shaun Chen, Jeanette Aw, Rebecca Lim, Zhang Zhenhuan, Ian Fang",Singapore,01-06-2017,"A mysterious, wealthy man offers three people a lucrative, unusual job that may be too good to be true: Live the high life as his children and heirs.",,1 Season,"International TV Shows, TV Dramas",TV-14,2016,s5466,The Dream Job,TV Show
"Eli Shi, Alice Ko, Jen-Shuo Cheng, Chiung-Hsuan Hsieh, Herb Hsu, Bryant Lee, Hsiu-Ling Lin, Ma Ju-lung, Ching-kuan Wang",Taiwan,14-01-2019,"Reminiscing about his youth in Taiwan's turbulent 1920s, Guo Xuehu reflects on his passion for art, a friendship with a painter â€“ and a doomed romance.",,1 Season,"International TV Shows, TV Dramas",TV-14,2016,s4197,La Grande ChaumiÃ¨re Violette,TV Show
"Lenna Lim, Jack Tan, Rickman Chia, Rabbit Chen, Kopi Lim Guo Wei, Agnes Wang, Allan Toh, Mandy Chen, Tan Hau Yen",,08-05-2019,"A young trio aims to protect the world from evil, armed with magic crystals that allow them to control time, commune with spirits, and more.",,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",TV-14,2016,s3852,Unchained Fate,TV Show
"Nawat Kulrattanarak, Woranuch Wongsawan, Jespipat Tilapornputt, Paramej Noiam, Phutharit Prombandal",Thailand,14-07-2018,"Condemned by a centuries-old vow to protect her kingdom's treasures, an embittered spirit returns to seek justice against the man who wronged her.",,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",TV-14,2016,s6336,Blood & Treasures,TV Show
Gabrielle Reece,United States,01-10-2018,Gabrielle Reece hosts a transformative competition of tough fitness challenges as 10 women partner with 10 elite personal trainers.,,1 Season,Reality TV,TV-14,2016,s4605,Strong,TV Show
RuPaul,United States,15-12-2018,"In each episode of this ""Skin Wars"" spinoff hosted by RuPaul, talented artists from various fields compete in body art for the first time.",,1 Season,Reality TV,TV-14,2016,s8032,Skin Wars: Fresh Paint,TV Show
Jermaine Dupri,United States,15-09-2019,Young lyricists between the ages of 12 and 16 compete for a chance to sign to Jermaine Dupri's label while being mentored by hip-hop and R&B's finest.,,1 Season,Reality TV,TV-14,2016,s8475,The Rap Game,TV Show
"Cameron Dallas, Aaron Carpenter, Taylor Caniff, Willie Jones, Trey Schafer, Bart Bordelon, Blake Gray",United States,27-12-2016,Go behind the scenes with social media sensation Cameron Dallas as he takes his career to the next level on an international tour.,,1 Season,"Reality TV, Teen TV Shows",TV-14,2016,s5656,Chasing Cameron,TV Show
"Maritza RodrÃ­guez, Carlos Ponce, Marimar Vega, Adriana Barraza, Marcela Guirado, Ricardo Abarca, Thali GarcÃ­a, Alexandra Pomales, Briggitte Bozzo, Santiago Torres, Patricio Gallardo, Roberto Escobar, Samantha Dagnino, Raury Rolander, Vince Miranda, Javier ValcÃ¡rcel",United States,17-11-2018,"When her fugitive husband leaves her homeless and penniless, a once-wealthy woman has no other choice but to join the working class.",,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",TV-14,2016,s4382,Silvana Sin Lana,TV Show
"Liv Hewson, Sean Dulake, Justin Chon, Noo-Ri Bae, Sa-hee Kim, Jimmy Shubert","United States, South Korea, China",23-05-2016,"A huge fan of a Korean TV drama is transported to a magical realm where she has the power to alter her favorite show's story line as a ""Facilitator.""",,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",TV-14,2016,s6647,Dramaworld,TV Show
"Aracely ArÃ¡mbula, David Chocarro, Danna Paola, Rebecca Jones, Odiseo Bichir, Gabriela Roel, Andrea MartÃ­, Juan RÃ­os CantÃº, Diego Soldano, Daniela BascopÃ©","United States, Mexico",17-11-2018,"Worlds collide and lives shatter when Altagracia, a powerful and elegant businesswoman, plots a ruthless revenge while falling in love.",,1 Season,"Spanish-Language TV Shows, TV Dramas",TV-14,2016,s4381,La DoÃ±a,TV Show
"Rajeev Varma, Shenaz Treasury, Kapil Bawa, Remy Munasifi, Omi Vaidya, Melanie Chandra, Sana Serrai, Jonathan Horvath, Akaash Singh",United States,15-11-2016,An Indian American man living with his artistic wife and contentious father-in-law struggles to handle his household and a foundering IT company.,,1 Season,TV Comedies,TV-14,2016,s6382,Brown Nation,TV Show
"Lauren Graham, Alexis Bledel, Kelly Bishop, Scott Patterson, Yanic Truesdale, Matt Czuchry, Liza Weil, Milo Ventimiglia, Sean Gunn, Keiko Agena, Rose Abdoo, Melissa McCarthy",United States,25-11-2016,"Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",,1 Season,"TV Comedies, TV Dramas, Teen TV Shows",TV-14,2016,s5708,Gilmore Girls: A Year in the Life,TV Show
"Yohei Azakami, Mãƒ»Aãƒ»O, Reina Ueda, Asami Seto, Kaito Ishikawa, Yusuke Kobayashi, Shunsuke Takeuchi, Manami Sugihira, Momo Asakura, Kanako Tojo, Ryohei Kimura, Hikaru Ueda, Taiten Kusunoki",Japan,04-07-2016,"When mecha attack a research center, its students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.",Tensai Okamura,2 Seasons,"Anime Series, International TV Shows",TV-14,2016,s5835,Kuromukuro,TV Show
"Kengo Kawanishi, Yoshimasa Hosoya, Natsuki Hanae, Yuuichirou Umehara, Yasuaki Takumi, Taishi Murata, Kouhei Amasaki, Mutsumi Tamura, Soma Saito, Yuka Terasaki, Hisako Kanemoto, Takahiro Sakurai, Masaya Matsukaze, Toru Okawa",Japan,01-11-2019,"On a terraformed post-disaster Mars, a group of child security agents rebel against the adults who betrayed them and the oppressive Earth government.",,2 Seasons,"Anime Series, International TV Shows",TV-14,2016,s3342,Mobile Suit Gundam: Iron-Blooded Orphans,TV Show
,Canada,04-08-2017,"In interviews and reenactments, ordinary people relive their terrifying encounters with unwelcome guests from beyond the world of the living.",,2 Seasons,Docuseries,TV-14,2016,s7706,Paranormal Survivor,TV Show
"Park Hee-bon, Phillip Choi, Hong Wan-pyo, Choi Bae-yeong, Hyuk-kwon Park, Yang Hyeon-min",South Korea,20-04-2017,"Thirtysomething career woman Jae-yeong attempts to juggle her job and personal relationships, all the while never failing to eat well.",,2 Seasons,"International TV Shows, Korean TV Shows, TV Comedies",TV-14,2016,s8258,The Cravings,TV Show
"You, Reina Triendl, Ryota Yamasato, Yoshimi Tokui, Azusa Babazono, Ayumu Mochizuki, Kentaro",Japan,01-04-2016,"A new set of six men and women start their lives together under one roof. All they get is a fabulous home and a car. As always, there is no script.",,2 Seasons,"International TV Shows, Reality TV",TV-14,2016,s5857,Terrace House: Boys & Girls in the City,TV Show
"Chan Fong, Z-Chen, Frederick Lee, Melvin Sia, Chris Tong, Rickman Chia, Henley Hii",,27-04-2018,"Young radio announcers from varying backgrounds encounter the supernatural in mysterious dreams, accidents and everyday life.",,2 Seasons,"International TV Shows, TV Dramas, TV Horror",TV-14,2016,s4909,Goodnight DJ 1,TV Show
"Richard Harrington, Mali Harries, Hannah Daniel, Alex Harries, Aneirin Hughes, Daniel Rochford",United Kingdom,01-08-2017,"Forsaking London for the rustic landscapes of Wales, a police detective with a troubled soul finds himself in a place with secrets as dark as his own.",,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",TV-14,2016,s6972,Hinterland,TV Show
"Kanyawee Songmuang, Korapat Kirdpan",Thailand,21-06-2019,High school senior Belle pursues a shy junior boy. Dog-phobic Emma meets a handsome veterinary student. Baking blogger Mielle falls for her critic.,,3 Seasons,"International TV Shows, Romantic TV Shows, Teen TV Shows",TV-14,2016,s7893,Roonpi Secret Love,TV Show
"Rebecca Romijn, RuPaul, Robin Slonina, Craig Tracy",United States,01-10-2016,"Artists test their creativity and body painting skills as they face off in a series of elaborate challenges, vying for a grand prize of $100,000.",,3 Seasons,Reality TV,TV-14,2016,s8031,Skin Wars,TV Show
"Kristin Kreuk, Jay Ryan, Max Brown, Austin Basis, Nina Lisandrello, Brian White, Sendhil Ramamurthy",Canada,19-09-2016,A homicide detective and a veteran who has been turned into a beast by a military experiment gone awry become allies after they meet by chance.,,4 Seasons,"Crime TV Shows, Romantic TV Shows, TV Dramas",TV-14,2016,s6265,Beauty & the Beast,TV Show
Billy Eichner,United States,01-11-2019,"Comedian Billy Eichner sprints through New York with celebrities to stun pedestrians with unapologetic, unfiltered and unique pop culture questions.",,4 Seasons,"International TV Shows, Reality TV, TV Comedies",TV-14,2016,s3331,Billy on the Street,TV Show
"Paula EchevarrÃ­a, Miguel Ãngel Silvestre, Aitana SÃ¡nchez-GijÃ³n, Manuela Velasco, Manuela VellÃ©s, Marta Hazas, Javier Rey, Maxi Iglesias, Cecilia Freire, AdriÃ¡n Lastra, Miriam Giovanelli, Natalia MillÃ¡n, JosÃ© SacristÃ¡n, Ingrid Rubio, Peter Vives, LlorenÃ§ GonzÃ¡lez, Ãngela Molina, Pastora Vega",Spain,04-03-2020,"In 1950s Spain, the heir to a fashion house romances a beautiful seamstress who works for the company, despite the objections of his family.",Carlos Sedes,4 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",TV-14,2016,s2847,Velvet,TV Show
"Gabrielle Union, Lisa Vidal, Margaret Avery, Omari Hardwick, Latarsha Rose, Aaron D. Spears, B.J. Britt, Raven Goodwin, Richard Roundtree",United States,01-07-2017,Ambitious single TV journalist Mary Jane attempts to balance her career with her overbearing family and an increasingly messy love life.,,4 Seasons,"Romantic TV Shows, TV Dramas",TV-14,2016,s6280,Being Mary Jane: The Series,TV Show
"Anson Mount, Colm Meaney, Common, Dominique McElligott, Eddie Spears, Ben Esler, Phil Burke, Christopher Heyerdahl, Robin McLeavy, Tom Noonan","Canada, United Kingdom",28-05-2016,Former Confederate soldier Cullen Bohannon sets out on a quest to find his wife's killer as post-Civil War America struggles to rebuild its identity.,,5 Seasons,"Crime TV Shows, TV Action & Adventure",TV-14,2016,s6956,Hell on Wheels,TV Show
"Jim Caviezel, Michael Emerson, Taraji P. Henson, Kevin Chapman, Sarah Shahi, Amy Acker",United States,22-09-2016,Ex-CIA agent John Reese and enigmatic billionaire Mr. Finch use software that can predict future events to prevent violent crimes before they occur.,,5 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",TV-14,2016,s7730,Person of Interest,TV Show
"Scott Aukerman, Reggie Watts",United States,28-12-2016,"Scott Aukerman brings his popular podcast Comedy Bang! Bang! to television, along with his co-host and bandleader, Reggie Watts.",,5 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",TV-14,2016,s6520,Comedy Bang! Bang!,TV Show
"Nina Dobrev, Paul Wesley, Ian Somerhalder, Steven R. McQueen, Sara Canning, Kat Graham, Candice King, Zach Roerig, Michael Trevino, Matthew Davis, Joseph Morgan",United States,04-09-2017,"Trapped in adolescent bodies, feuding vampire brothers Stefan and Damon vie for the affection of captivating teenager Elena.",,8 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",TV-14,2016,s5288,The Vampire Diaries,TV Show
"Keisuke Koumoto, Risa Taneda, Misato Fukuen, Takuya Sato, Satoshi Hino, Kenji Nomura, Mitsuaki Madono, Setsuji Sato, Haruki Ishiya, Ryo Sugisaki, Yui Makino, Kazuhiko Inoue, Yuko Kaida",Japan,10-02-2017,"Years after taking up normal lives incognito, the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity.",,1 Season,"Anime Series, International TV Shows",TV-14,2017,s5610,Cyborg 009: Call of Justice,TV Show
"Natsuki Hanae, Manaka Iwami, Yuuichirou Umehara, Nobunaga Shimazaki, Mikako Komatsu, Daiki Yamashita, Hiroshi Kamiya",Japan,13-03-2018,"As a magic wielder, young archivist Chakuro knows his time is short, but everything changes when a girl from the outside appears on his island.",,1 Season,"Anime Series, International TV Shows",TV-14,2017,s4989,Children of the Whales,TV Show
Donal MacIntyre,United Kingdom,17-09-2017,Crime journalist Donal MacIntyre reveals how deadly the internet can be as he dissects the technological methods behind heinous acts.,,1 Season,"British TV Shows, Crime TV Shows, Docuseries",TV-14,2017,s6499,Click for Murder,TV Show
